"search_job_keyword","search_job_location","title","company","location","posted_time","number_of_applicants","job_description","seniority_level","employment_type","job_function","industry","job_poster_name","job_poster_designation","job_poster_profile_url","job_url","listing_url"
"Software engineer","United states","Software Engineer","Microsoft","Redmond, WA","1 day ago","98 applicants","Do you have a passion for building simple and powerful experiences that will help millions of developers all over the world? If so, you might be the Software Engineer we are looking for. At Microsoft, our mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond. At Microsoft, we treasure those who offer unique viewpoints to our products. Here, developers do more than just code; they significantly influence our product’s trajectory and feature set. We’re cultivating a team that holds diversity in ideas and backgrounds in the same regard as technical expertise. A place where innovation is welcomed, and all are motivated to propose new concepts that enhance our customers’ experiences. Your contributions will not only shape our products but also improve the lives of our customers. Come join us and make an impact. By applying to this position, you are being considered for multiple like positions within our organization for an invitation-only virtual Interview Day. Position specifics, including hiring team, location, and position details will be determined following the interview process. Responsibilities Help deliver tools & services to significantly improve developers’ productivity Deliver quality, performance and elegant experiences for developer tools, scalable cloud services that the tools will connect to, and systems that monitor the health of the services Collaborate with fellow team members and various engineering divisions Design, implement, debug, and deliver rich developer experiences and services using C#, TypeScript (JavaScript), and/or C++ Other Embody our culture and values Qualifications Required/Minimum Qualifications: Bachelor’s degree in computer science, or related technical discipline with proven experience coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python OR equivalent experience. Participation at NSBE 2024 or Microsoft’s Atlanta Networking Event Other Requirements Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include but are not limited to the following specialized security screenings: Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud Background Check upon hire/transfer and every two years thereafter. Additional Or Preferred Qualifications Bachelor's Degree in Computer Science or related technical field AND 2+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python OR equivalent experience. Software Engineering IC2 - The typical base pay range for this role across the U.S. is USD $76,400 - $151,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $100,300 - $165,400 per year. Software Engineering IC3 - The typical base pay range for this role across the U.S. is USD $94,300 - $182,600 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $120,900 - $198,600 per year. Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay Microsoft will accept applications and processes offers for these roles on an ongoing basis. #NSBE Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.","Not Applicable","Full-time","Engineering and Information Technology","Software Development","","","","https://www.linkedin.com/jobs/view/software-engineer-at-microsoft-3868952839?trk=public_jobs_topcard-title","https://www.linkedin.com/jobs/search/?geoId=103644278&keywords=Software+engineer&location=United+states&position=1&pageNum=0&start=0"
"Software engineer","United states","Full Stack Web Developer (Entry-Level)","HireMeFast LLC","Denver, CO","4 hours ago","Be among the first 25 applicants","This is a remote position. DISCLAIMER: This job posting is intended for active pooling of candidates who will become part of our talent pool. Your qualifications will be assessed against both current and future job openings. Should your application align with a role that corresponds to your skills and experience, and an opportunity arises, our recruitment team will reach out to you immediately. Please note that this does not guarantee immediate placement or contact. Additionally, we exclusively consider applications from individuals who are currently reside in the US/Canada during their application process. Salary: $58,000 - $70,000 per annum Experience Required: Minimum 1 year of project experience Description: This position is ideal for individuals who are passionate about both front-end and back-end development and want to gain valuable experience in a supportive and collaborative environment. Responsibilities: Collaborate with the development team to design, develop, and maintain web applications Implement responsive and user-friendly front-end designs using HTML, CSS, and JavaScript Develop server-side code and APIs using programming languages such as Python, Ruby, or Node.js Design and maintain databases and perform database queries for data retrieval and manipulation Write clean, modular, and efficient code for both front-end and back-end components Participate in code reviews and provide constructive feedback Troubleshoot and debug issues to ensure optimal performance and user experience Stay up-to-date with emerging web technologies and industry trends Contribute to improving the overall web development process Requirements: Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent experience) Strong knowledge of HTML5, CSS3, and JavaScript Experience with front-end frameworks (such as React, Angular, or Vue.js) Proficiency in at least one server-side programming language (Python, Ruby, Node.js, etc.) Familiarity with databases and SQL Understanding of RESTful APIs and web services Experience with version control systems (e.g., Git) Good problem-solving and analytical skills Excellent communication and teamwork abilities Preferred Qualifications: Familiarity with back-end frameworks (such as Django, Ruby on Rails, Express, etc.) Knowledge of NoSQL databases (MongoDB, Firebase, etc.) Understanding of web security best practices Familiarity with cloud platforms (AWS, Azure, Google Cloud) Experience with testing frameworks (Jest, Mocha, Jasmine, etc.) Projects or personal portfolio showcasing your full-stack development skills","Entry level","Full-time","Information Technology","Software Development","","","","https://www.linkedin.com/jobs/view/full-stack-web-developer-entry-level-at-hiremefast-llc-3874288304?trk=public_jobs_topcard-title","https://www.linkedin.com/jobs/search/?geoId=103644278&keywords=Software+engineer&location=United+states&position=1&pageNum=0&start=0"
"Software engineer","United states","Software Engineer","Microsoft","Redmond, WA","1 day ago","71 applicants","Are you looking to add cloud, mobile, and AI/ML onto your resume? Are you excited to be a leader in the frontier to the world of software as service, especially for profitable and high growth premium enterprise customers? The Data Security & Privacy (DSP) team is looking for Software Engineers to join our team. DSP is at the forefront of our ever-evolving threat landscape. The team’s innovative, customer driven, and growth minded culture lends itself to a Purview suite driving 33% year over year (YoY) revenue growth, increased usage/adoptions across industries, and an esteemed reputation as a “leader” in the Forrester Wave: Data Security Platforms. Going beyond data protection, the team empowers customers with solutions that help govern, protect, and manage the enterprise data estate – across the Microsoft cloud and beyond. Excitement and anticipation surround the Data Security & Privacy team, lending investments and opportunities that come only once in a lifetime. Come and stretch your talent in an amazing team. If you are interested in joining our team, we want to speak with you! Responsibilities Design and deliver features end to end that are ‘serviceable’. Distributed computation, high scale, high availability, geo-redundancy, low maintenance and with provable quality. Able to handle large scope and complicated feature ownership by working under self-driven initiatives with PM and across teams. Qualifications Required/Minimum Qualifications Bachelor's Degree in Computer Science, or related technical discipline with experience coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python OR equivalent experience. Other Requirements Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to, the following specialized security screenings: Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud background check upon hire/transfer and every two years thereafter. Additional Or Preferred Qualifications Bachelor's Degree in Computer Science or related technical field AND 2+ year(s) technical engineering experience with coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python OR Master's Degree in Computer Science or related technical field with proven experience coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python OR equivalent experience. Server and/or service experience. Software Engineering IC2 - The typical base pay range for this role across the U.S. is USD $76,400 - $151,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $100,300 - $165,400 per year. Software Engineering IC3 - The typical base pay range for this role across the U.S. is USD $94,300 - $182,600 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $120,900 - $198,600 per year. Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay Multi reqs: Microsoft will accept applications and processes offers for these roles on an ongoing basis. #MSFTSECURITY Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.","Not Applicable","Full-time","Engineering and Information Technology","Software Development","","","","https://www.linkedin.com/jobs/view/software-engineer-at-microsoft-3868955727?trk=public_jobs_topcard-title","https://www.linkedin.com/jobs/search/?geoId=103644278&keywords=Software+engineer&location=United+states&position=1&pageNum=0&start=0"
"Software engineer","United states","Software Engineer","Peoplr, LLC","Ann Arbor, MI","1 day ago","66 applicants","Are you an ambitious, dedicated developer who loves variety in your workday and honing your skills in many different specialties? Would you like to grow your career in a collaborative, creative environment with empathetic teammates who all pull their own weight and celebrate each other's successes? If these questions resonate with you, let's chat! This innovative fintech company is focused on building applications and business intelligence tools that help banks and credit unions offer technologically advanced solutions to their customers, streamline their processes, and promote financial wellness. You will design, code, test, & deploy these solutions and monitor their performance, security, availability, & scalability. You will also manage and maintain the Amazon Web Services (AWS) cloud platform. This is a full-time, permanent position. The chosen candidate will be able to work remotely but will need to travel to headquarters in Ann Arbor, MI, quarterly for 2-3 days a time. Why Work for This Company? Rapidly growing company in a promising, exciting industry with the first savings app of its kind Team-oriented, open-minded work culture that values kindness, authenticity, and work/life balance Opportunity to manage a wide range of different projects that directly improve customers' financial health Competitive salary and comprehensive benefits that include medical, dental, vision, and 3 weeks of PTO Must Haves At least 6 years of coding experience including Typescript, Next, React, Node, and Docker Proficiency with AWS cloud services and Kubernetes Familiarity with relational and NoSQL databases Proven familiarity with software architecture design Demonstrated experience with bash scripting and Linux systems Team-player mindset with the desire to deliver high-quality products Strong written and verbal communication skills Nice-to-Haves Experience with PHP and/or Laravel Background developing for mobile devices Employment Type: Full-Time","Entry level","Full-time","Engineering and Information Technology","Human Resources Services","","","","https://www.linkedin.com/jobs/view/software-engineer-at-peoplr-llc-3868989125?trk=public_jobs_topcard-title","https://www.linkedin.com/jobs/search/?geoId=103644278&keywords=Software+engineer&location=United+states&position=1&pageNum=0&start=0"
"Software engineer","United states","Software Engineer Intern","Vbrick","Herndon, VA","1 day ago","Over 200 applicants","Who we are: Vbrick enables organizations to leverage the power of video to engage, empower and transform. Our industry leading Rev enterprise video platform is a complete solution for businesses to capture, manage and securely distribute live and on-demand video globally at scale to any device. The world's most widely recognized brands adopt Vbrick solutions to overcome network complexity and risk to meet critical live video needs from CEO all hands meetings to team broadcasts and to support innovative uses of on-demand recorded videos for sales, marketing, training, compliance, security, and user generated content. Vbrick solutions integrate with and complement unified communications systems and provide the analytics and intelligence to maximize return on video investments. About the Job : Come put your coding experience to use and work alongside a team of best in class software engineers! As a Vbrick Software Engineer Intern, you will be a member of our software Agile team and perform tasks associated with the software development life cycle including design, development, testing, troubleshooting and maintenance. Gain experience with new technologies and put your previous experience to work while getting real- world technology experience. Location: Our corporate office is located in Herndon, VA. The intern will be required to work out of our Herndon office at least two days per week. What You will be doing: Work on cloud-based enterprise software platform. Gain coding experience with different programming languages and databases. Help in creating beautiful, interactive, and easy-to-use web applications using rich client-side code and microservices based server-side code Gain experience in creating automated test cases Help with software documentation Participate in software design sessions What you'll need: Pursuing Bachelor's degree in Computer Science, Engineering, or a similar technical diploma. Excellent problem solving and analytical skills. Solid knowledge of at least one object-oriented programming language. Understanding of databases - SQL, NoSQL. Working knowledge of JavaScript, HTML, CSS. Understanding of the Software Development Life Cycle. Understanding of modern web architecture, distributed computing, and RESTful web services Outstanding oral and written communication skills. Ability to convey technical information to a general audience. Aptitude for learning new technologies. Zealous attention to detail. Vbrick is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other protected characteristics. Job Posted by ApplicantPro","Internship","Internship","Engineering and Information Technology","Software Development","","","","https://www.linkedin.com/jobs/view/software-engineer-intern-at-vbrick-3871448170?trk=public_jobs_topcard-title","https://www.linkedin.com/jobs/search/?geoId=103644278&keywords=Software+engineer&location=United+states&position=1&pageNum=0&start=0"
"Software engineer","United states","Software Engineer- Littleton, CO","Lockheed Martin","Littleton, CO","2 days ago","32 applicants","The coolest jobs on this planet… or any other… are with Lockheed Martin Space. At the dawn of a new space age, Lockheed Martin is a pioneer, partner, innovator and builder. Our amazing men and women are on a mission to make a difference in the world and every day we use our unique skills and experiences to create, design and build solutions to some of the worlds’ hardest engineering problems. Our culture encourages employees to dream big, perform with excellence and create incredible products. We provide the resources, inspiration and focus and if you have the passion and courage to dream big, we want to build a better tomorrow with you. Are you looking to expand your career? Are you looking for an exciting career as a Software Engineer at one of the top Aerospace and Defense Companies? A fulfilling position that challenges your mind grows your skills, and contributes to our Nation’s most critical missions is right in front of you. Consolidated Analysis Orchestration Services (CAOS) is the preeminent Geospatial-Intelligence program in the world – over 10,000 intelligence analysts and decision-makers worldwide daily rely on CAOS for critical intelligence and geospatial data management. In addition to meeting today’s critical intelligence mission needs, we are working on evolving exciting future automation and artificial intelligence solutions for the National Geospatial-Intelligence Agency (NGA). We need the best engineers on our team to ensure mission success! Think you have the skills, come join the CAOS Team that builds software for the next generation of geospatial intelligence.","Entry level","Full-time","Engineering and Information Technology","Defense and Space Manufacturing","","","","https://www.linkedin.com/jobs/view/software-engineer-littleton-co-at-lockheed-martin-3871320583?refId=HFLH3rMIzbFB0g8%2FpAiFSw%3D%3D&trackingId=HFLH3rMIzbFB0g8%2FpAiFSw%3D%3D&trk=public_jobs_topcard-title","https://www.linkedin.com/jobs/search/?geoId=103644278&keywords=Software+engineer&location=United+states&position=1&pageNum=0&start=0"
"Software engineer","United states","Software Engineer","Microsoft","Redmond, WA","1 day ago","182 applicants","Do you have a passion for building scalable and reliable services that power world-class product experiences? If so, you might be the Software Engineer we are looking for. At Microsoft, our mission is to enable every person and every organization on the planet to achieve more. We foster a culture of growth mindset, excellence, and teamwork that inspires us to create life-changing innovations that impact billions of lives around the world. You can be part of our mission and join our diverse and talented team. To learn more, please visit: https://careers.microsoft.com/mission-culture. At Microsoft, we treasure those who offer unique viewpoints to our products. Here, developers do more than just code; they significantly influence our product’s trajectory and feature set. We’re cultivating a team that holds diversity in ideas and backgrounds in the same regard as technical expertise. A place where innovation is welcomed, and all are motivated to propose new concepts that enhance our customers’ experiences. Your contributions will not only shape our products but also improve the lives of our customers. Come join us and make an impact. By applying to this position, you are being considered for multiple like positions within our organization for an invitation-only virtual Interview Day. Position specifics, including hiring team, location, and position details will be determined following the interview process. Responsibilities In this role, you’ll dive into a wide array of technology layers, tackling tasks that range from crafting user-centric interfaces to engineering robust cloud services. You’ll navigate the realms of big data and machine learning, among others. As you design globally scalable services and experiences, you’ll gain invaluable insights. Collaborating with fellow team members and various engineering divisions within Microsoft, you’ll develop comprehensive web applications and services, leveraging cutting-edge web technologies in a vibrant, agile setting. Join a team that’s passionate about overcoming challenges, fervent about learning, and committed to collaboration. Embrace opportunities for mentorship, professional advancement, and making a significant impact on key business objectives. Other Embody our culture and values Qualifications Required/Minimum Qualifications Bachelor's Degree in Computer Science or related technical discipline with proven experience coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python OR equivalent experience Other Requirements Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings: Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud Background Check upon hire/transfer and every two years thereafter. Additional Or Preferred Qualifications Bachelor's Degree in Computer Science or related technical field AND 2+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python OR equivalent experience. Software Engineering IC2 - The typical base pay range for this role across the U.S. is USD $76,400 - $151,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $100,300 - $165,400 per year. Software Engineering IC3 - The typical base pay range for this role across the U.S. is USD $94,300 - $182,600 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $120,900 - $198,600 per year. Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.","Not Applicable","Full-time","Engineering and Information Technology","Software Development","","","","https://www.linkedin.com/jobs/view/software-engineer-at-microsoft-3868954460?trk=public_jobs_topcard-title","https://www.linkedin.com/jobs/search/?geoId=103644278&keywords=Software+engineer&location=United+states&position=1&pageNum=0&start=0"
"Software engineer","United states","Junior Software Development Engineer","HireMeFast LLC","Denver, CO","4 hours ago","Be among the first 25 applicants","This is a remote position. DISCLAIMER: This job posting is intended for active pooling of candidates who will become part of our talent pool. Your qualifications will be assessed against both current and future job openings. Should your application align with a role that corresponds to your skills and experience, and an opportunity arises, our recruitment team will reach out to you immediately. Please note that this does not guarantee immediate placement or contact. Additionally, we exclusively consider applications from individuals who are currently reside in the US/Canada during their application process. Salary: $62,000 - $72,000 per annum Experience Required: Minimum 1 year of project experience Description: As a Junior Software Development Engineer, you will play a crucial role in the design, development, and maintenance of our software applications. You will work closely with senior engineers and collaborate with cross-functional teams to deliver high-quality solutions. This is an exciting opportunity to kick-start your career in software development and contribute to innovative projects in a supportive and collaborative environment. Responsibilities: Collaborate with the development team to understand project requirements and objectives Participate in the entire software development lifecycle, from design to deployment Write clean, efficient, and maintainable code following best practices and coding standards Contribute to the development of both front-end and back-end components Collaborate with designers to ensure a visually appealing and user-friendly interface Integrate APIs and web services to enable seamless communication between different systems Conduct testing and debugging to ensure the functionality and performance of applications Participate in code reviews and provide constructive feedback to improve code quality Stay up-to-date with the latest software development trends and technologies Document technical specifications and project details Qualifications: Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent work experience) Solid understanding of software development principles and best practices Proficiency in at least one programming language (e.g., Java, C++, Python, Ruby) Familiarity with front-end development languages such as HTML, CSS, and JavaScript Knowledge of relational databases and SQL Understanding of version control systems (e.g., Git) Strong problem-solving and analytical skills Excellent communication and collaboration abilities Ability to work independently and within a team Eagerness to learn and adapt to new technologies Preferred Qualifications: Experience with software development projects (personal or professional) Familiarity with front-end frameworks/libraries like React, Angular, or Vue.js Knowledge of back-end frameworks (e.g., Spring, Django, Ruby on Rails) Exposure to cloud platforms such as AWS, Azure, or Google Cloud Understanding of Agile development methodologies Basic understanding of software testing principles and methodologies Benefits: Flexible vacation, unlimited paid holidays, and paid sick days 401(k) with up to 2% employer match Health, vision, and dental insurance","Entry level","Full-time","Information Technology","Software Development","","","","https://www.linkedin.com/jobs/view/junior-software-development-engineer-at-hiremefast-llc-3874291033?refId=ZZOcCjPI5tI5zTwyaVNs2Q%3D%3D&trackingId=ZZOcCjPI5tI5zTwyaVNs2Q%3D%3D&trk=public_jobs_topcard-title","https://www.linkedin.com/jobs/search/?geoId=103644278&keywords=Software+engineer&location=United+states&position=1&pageNum=0&start=0"
"Software engineer","United states","Software Engineer","Microsoft","Redmond, WA","1 day ago","131 applicants","The Azure Redis Cache team provides customers with secure, dedicated Redis cache endpoints, exposed as a service, managed by Microsoft Azure. The service has seen rapid growth since its inception and is a critical component in cloud-native application development. We are looking for a Software Engineer who will be working on technologies, both proprietary and open source. We are a growing team that cares deeply about investing in our engineers along with our product. We prioritize collaboration, technical growth, and maintaining an inclusive and positive work environment. Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond. In alignment with our Microsoft values, we are committed to cultivating an inclusive work environment for all employees to positively impact our culture every day. Responsibilities Contributes to processes for the architecture of a product/solution feature and helps to create proposals for architecture by testing design hypotheses and helping to refine code plans, with technical leadership from others. Provides Creates and implements code for a product, service, or feature, reusing code as applicable. Writes and learns to create code that is extensible and maintainable. Reviews work items to deepen knowledge of product features in partnership with appropriate stakeholders (e.g., project managers) and executes project plans, release plans, and work items. Contributes to efforts to break down larger work. Maintains operations of live service as issues arise on a rotational, on-call basis. Builds knowledge, shares new ideas, and shares pinpoints of engineering tool gaps to improve software developer tools to support other programs, tools, and applications to create, debug, and maintain code for complex product features. Applies best practices to reliably build code that is based on well-established methods while also applying best practices for new code development. Qualifications Required Qualifications: Bachelor's Degree in Computer Science or related technical field AND 2+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python OR equivalent experience. Other Qualifications Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings: Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud background check upon hire/transfer and every two years thereafter. Preferred Qualifications Bachelor's Degree in Computer Science or related technical field AND 4+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python OR Master's Degree in Computer Science or related technical field AND 2+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python OR equivalent experience. Software Engineering IC3 - The typical base pay range for this role across the U.S. is USD $94,300 - $182,600 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $120,900 - $198,600 per year. Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.","Not Applicable","Full-time","Engineering and Information Technology","Software Development","","","","https://www.linkedin.com/jobs/view/software-engineer-at-microsoft-3868956490?refId=T5ovORe9wx%2B5JA5kw9r%2FvQ%3D%3D&trackingId=T5ovORe9wx%2B5JA5kw9r%2FvQ%3D%3D&trk=public_jobs_topcard-title","https://www.linkedin.com/jobs/search/?geoId=103644278&keywords=Software+engineer&location=United+states&position=1&pageNum=0&start=0"
"Software engineer","United states","Junior Web Developer","Team Remotely Inc","Charlotte, NC","16 hours ago","39 applicants","Junior Web Developer (1 year experience, hybrid) Be part of our future! This job posting builds our talent pool for potential future openings. Well compare your skills and experience against both current and future needs. If theres a match, well contact you directly. No guarantee of immediate placement, and we only consider applications from US/Canada residents during the application process. Hiring Type: Full-Time Base Salary: $57K-$67K Per Annum. Description: You will work closely with our senior developers to design, develop, and maintain high-quality websites and web applications. This is an excellent opportunity to gain hands-on experience in a collaborative environment and contribute to exciting projects. Responsibilities: Collaborate with the development team to understand project requirements and design web solutions Write clean, efficient, and well-structured code using HTML, CSS, and JavaScript Assist in the development and implementation of responsive and user-friendly web interfaces Integrate front-end designs with back-end functionality using appropriate technologies Conduct thorough testing and debugging to ensure seamless functionality Assist in website maintenance, updates, and enhancements Stay up-to-date with industry trends and emerging web development technologies Collaborate with cross-functional teams to deliver projects on time and within scope Document technical specifications, project details, and development processes Qualifications: Bachelors degree in Computer Science, Web Development, or a related field Solid understanding of web development principles and best practices Proficiency in HTML, CSS, and JavaScript Familiarity with front-end frameworks such as Bootstrap or Foundation Basic understanding of back-end development technologies (e.g., PHP, Python, or Ruby) Knowledge of version control systems (e.g., Git) Experience with responsive web design and mobile-first development Strong problem-solving and analytical skills Excellent communication and teamwork abilities Self-motivated with a strong desire to learn and grow as a developer Preferred Qualifications: Previous experience with web development projects (personal or professional) Knowledge of JavaScript frameworks/libraries (e.g., React, Angular, or Vue.js) Familiarity with content management systems (e.g., WordPress, Drupal, or Joomla) Understanding of SEO principles and best practices Experience with web accessibility standards and guidelines Knowledge of web security best practices","Entry level","Full-time","Information Technology","Software Development","","","","https://www.linkedin.com/jobs/view/%E2%80%8Bjunior-web-developer-at-team-remotely-inc-3873442674?trk=public_jobs_topcard-title","https://www.linkedin.com/jobs/search/?geoId=103644278&keywords=Software+engineer&location=United+states&position=1&pageNum=0&start=0"
"Software engineer","United states","Jr. Software Development Engineer","Amazon","Santa Barbara, CA","2 days ago","Over 200 applicants","Description Amazon Santa Barbara is seeking student developers to join our Junior Developer program beginning Summer 2024. This innovative, new program is intended for students who will be interested in joining Amazon locally in Santa Barbara following graduation. Based in Santa Barbara at Amazon’s beautifully renovated downtown location, as a Junior Developer, you will join a team of amazing developers working to build an engine that leverages one of the world’s largest knowledge graphs to precisely and efficiently answer any customer question. You will be paired with a mentor from the team to grow both your problem solving and technical skills. You will build and launch solutions for millions of Alexa customers around the world. The Jr. SDE role is part of Amazon's Jr Developer Program - a year-round internship opportunity that offers a symbiotic relationship between work and school. Jrs. receive 1:1 mentoring throughout their time in the program, receiving guidance and insight from a full-time Amazonian on their team. Because of the internship's extended tenure, our Jrs. become immersed in an Amazon team and gain real-life technical experience. Flexible part-time schedules during the school year and full-time employment over the summer creates an environment where students can succeed in both their work and their education. Santa Barbara has a growing population of Jrs, allowing for deep connections with fellow students engaged in similar roles. Role Highlights Part-time work during the school year (16 hours/week) Full-time work during the summer (40 hours/week) 1:1 mentoring with an experienced Software Engineer Effective performance management and integrated opportunities for growth A day in the life The Santa Barbara Junior Developer Program offers year-round, local apprentice roles for students enrolled in computer science (or equivalent) university courses. According to one Junior Developer who now works full time on our Santa Barbara team, “Joining the Junior Developer program was one of the best choices I made in college. It’s kickstarted my career by allowing me to work on real world problems while being mentored by some of the top Software Engineers in the industry.” About The Team Alexa is Amazon’s groundbreaking virtual assistant designed for voice interactions. We believe voice is the most natural interface for interacting with technology across many domains. Our team is responsible for making Alexa smarter by developing knowledge graph technology to help Alexa understand our world. If you’ve ever asked Alexa, “What’s the score of the Laker’s game?” or “Where was Oprah Winfrey born?”, our team delivered the answers. We are open to hiring candidates to work out of one of the following locations: Santa Barbara, CA, USA Basic Qualifications Currently enrolled in an accredited college or university Bachelor's or Master's degree program. Majoring in Computer Science, Software Engineering, or related STEM field. Graduating between June 2025 and June 2027. Ability to work year-round until graduation (part-time during the school year and full-time during the summer). Living within commutable distance to Santa Barbara, CA and able to work in-person year-round. Programming experience with at least one modern language such as Java, Python, or C++ including object-oriented design. Preferred Qualifications Previous technical internship(s), if applicable. Ability to effectively articulate technical challenges and solutions. Adept at handling ambiguous or undefined problems as well as ability to think abstractly. Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us. Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $15/hr in our lowest geographic market up to $75.63/hr in our highest geographic market. Pay is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. Amazon is a total compensation company. Dependent on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits. For more information, please visit https://www.aboutamazon.com/workplace/employee-benefits. This position will remain posted until filled. Applicants should apply via our internal or external career site. Company - Amazon.com Services LLC Job ID: A2576440","Mid-Senior level","Full-time","Information Technology, Consulting, and Engineering","Software Development, IT Services and IT Consulting, and Technology, Information and Internet","","","","https://www.linkedin.com/jobs/view/jr-software-development-engineer-at-amazon-3866964682?trk=public_jobs_topcard-title","https://www.linkedin.com/jobs/search/?geoId=103644278&keywords=Software+engineer&location=United+states&position=1&pageNum=0&start=0"
